"","ifs","year","countryname","system","liec","eiec","pluralty","pr","sensys","thresh","select","auton","muni","state","author","country","conflict","confovergov","confoverter","confoverboth"
"676","DJI",2008,"Djibouti",0,5,3,1,1,-999,-999,NA,0,NA,1,NA,522,0,0,0,0
"677","DJI",2009,"Djibouti",0,5,3,1,1,-999,-999,NA,0,NA,1,NA,522,0,0,0,0
"678","DJI",2010,"Djibouti",0,5,3,1,1,-999,-999,NA,0,NA,1,NA,522,0,0,0,0
"679","DJI",2011,"Djibouti",0,5,3,1,1,-999,-999,NA,0,NA,1,NA,522,0,0,0,0
"680","DOM",1975,"Dom. Rep.",0,6,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"681","DOM",1976,"Dom. Rep.",0,6,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"682","DOM",1977,"Dom. Rep.",0,6,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"683","DOM",1978,"Dom. Rep.",0,6,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"684","DOM",1979,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"685","DOM",1980,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"686","DOM",1981,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"687","DOM",1982,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"688","DOM",1983,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"689","DOM",1984,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"690","DOM",1985,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"691","DOM",1986,"Dom. Rep.",0,7,6,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"692","DOM",1987,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"693","DOM",1988,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"694","DOM",1989,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"695","DOM",1990,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"696","DOM",1991,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"697","DOM",1992,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"698","DOM",1993,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"699","DOM",1994,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"700","DOM",1995,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"701","DOM",1996,"Dom. Rep.",0,7,6.5,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"702","DOM",1997,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"703","DOM",1998,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"704","DOM",1999,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"705","DOM",2000,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"706","DOM",2001,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"707","DOM",2002,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"708","DOM",2003,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"709","DOM",2004,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"710","DOM",2005,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"711","DOM",2006,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"712","DOM",2007,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"713","DOM",2008,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"714","DOM",2009,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"715","DOM",2010,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"716","DOM",2011,"Dom. Rep.",0,7,7,1,1,1,0,NA,0,2,0,0,42,0,0,0,0
"717","ECU",1975,"Ecuador",0,1,2,-999,-999,-999,-999,-999,0,2,0,0,130,0,0,0,0
"718","ECU",1976,"Ecuador",0,1,2,-999,-999,-999,-999,-999,0,2,0,0,130,0,0,0,0
"719","ECU",1977,"Ecuador",0,1,2,-999,-999,-999,-999,-999,0,2,0,0,130,0,0,0,0
"720","ECU",1978,"Ecuador",0,1,2,-999,-999,-999,-999,-999,0,2,0,0,130,0,0,0,0
"721","ECU",1979,"Ecuador",0,1,2,-999,-999,-999,-999,-999,0,2,0,0,130,0,0,0,0
"722","ECU",1980,"Ecuador",0,7,7,0,1,-999,0,NA,0,2,0,0,130,0,0,0,0
"723","ECU",1981,"Ecuador",0,7,7,0,1,-999,0,NA,0,2,0,0,130,0,0,0,0
"724","ECU",1982,"Ecuador",0,7,7,0,1,-999,0,NA,0,2,0,0,130,0,0,0,0
"725","ECU",1983,"Ecuador",0,7,7,0,1,-999,0,NA,0,2,0,0,130,0,0,0,0
"726","ECU",1984,"Ecuador",0,7,7,0,1,-999,0,NA,0,2,0,0,130,0,0,0,0
"727","ECU",1985,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"728","ECU",1986,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"729","ECU",1987,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"730","ECU",1988,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"731","ECU",1989,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"732","ECU",1990,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"733","ECU",1991,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"734","ECU",1992,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"735","ECU",1993,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"736","ECU",1994,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"737","ECU",1995,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"738","ECU",1996,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"739","ECU",1997,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"740","ECU",1998,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"741","ECU",1999,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"742","ECU",2000,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"743","ECU",2001,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"744","ECU",2002,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"745","ECU",2003,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"746","ECU",2004,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"747","ECU",2005,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"748","ECU",2006,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"749","ECU",2007,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"750","ECU",2008,"Ecuador",0,7,7,0,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"751","ECU",2009,"Ecuador",0,7,7,1,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"752","ECU",2010,"Ecuador",0,7,7,1,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"753","ECU",2011,"Ecuador",0,7,7,1,1,-999,NA,NA,0,2,0,0,130,0,0,0,0
"754","EGY",1975,"Egypt",1,4,4,1,-999,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"755","EGY",1976,"Egypt",1,4,4,1,-999,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"756","EGY",1977,"Egypt",1,7,7,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"757","EGY",1978,"Egypt",1,7,7,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"758","EGY",1979,"Egypt",1,7,7,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"759","EGY",1980,"Egypt",1,6,6,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"760","EGY",1981,"Egypt",1,6,6,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"761","EGY",1982,"Egypt",1,6,6,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"762","EGY",1983,"Egypt",1,6,6,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"763","EGY",1984,"Egypt",1,6,6,1,0,-999,-999,NA,0,NA,NA,0,651,0,0,0,0
"764","EGY",1985,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"765","EGY",1986,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"766","EGY",1987,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"767","EGY",1988,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"768","EGY",1989,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"769","EGY",1990,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"770","EGY",1991,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"771","EGY",1992,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,0,0,0,0
"772","EGY",1993,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,1,1,0,0
"773","EGY",1994,"Egypt",1,6,6,1,0,-999,-999,NA,0,2,1,0,651,1,1,0,0
"774","EGY",1995,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,1,1,0,0
"775","EGY",1996,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,1,1,0,0
"776","EGY",1997,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,1,1,0,0
"777","EGY",1998,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,1,1,0,0
"778","EGY",1999,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"779","EGY",2000,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"780","EGY",2001,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"781","EGY",2002,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"782","EGY",2003,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"783","EGY",2004,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"784","EGY",2005,"Egypt",1,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"785","EGY",2006,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"786","EGY",2007,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"787","EGY",2008,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"788","EGY",2009,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"789","EGY",2010,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"790","EGY",2011,"Egypt",0,6,6,1,0,-999,-999,NA,0,0,1,0,651,0,0,0,0
"791","ERI",1994,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"792","ERI",1995,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"793","ERI",1996,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"794","ERI",1997,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,1,1,0,0
"795","ERI",1998,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"796","ERI",1999,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,1,1,0,0
"797","ERI",2000,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"798","ERI",2001,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"799","ERI",2002,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"800","ERI",2003,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,1,1,0,0
"801","ERI",2004,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"802","ERI",2005,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"803","ERI",2006,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"804","ERI",2007,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"805","ERI",2008,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"806","ERI",2009,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"807","ERI",2010,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"808","ERI",2011,"Eritrea",1,2,2,-999,-999,-999,-999,-999,0,0,0,0,531,0,0,0,0
"809","EST",1992,"Estonia",1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,366,0,0,0,0
"810","EST",1993,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"811","EST",1994,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"812","EST",1995,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"813","EST",1996,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"814","EST",1997,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"815","EST",1998,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"816","EST",1999,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"817","EST",2000,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"818","EST",2001,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"819","EST",2002,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"820","EST",2003,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"821","EST",2004,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"822","EST",2005,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"823","EST",2006,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"824","EST",2007,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"825","EST",2008,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"826","EST",2009,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"827","EST",2010,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"828","EST",2011,"Estonia",1,7,7,0,1,-999,5,NA,0,NA,NA,0,366,0,0,0,0
"829","ETH",1975,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,1,0
"830","ETH",1976,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"831","ETH",1977,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"832","ETH",1978,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"833","ETH",1979,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"834","ETH",1980,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"835","ETH",1981,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"836","ETH",1982,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"837","ETH",1983,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"838","ETH",1984,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"839","ETH",1985,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"840","ETH",1986,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"841","ETH",1987,"Ethiopia",0,1,2,-999,-999,-999,-999,-999,0,NA,NA,0,530,1,0,0,1
"842","ETH",1988,"Ethiopia",0,4,2,1,-999,-999,-999,NA,1,NA,1,-999,530,1,0,0,1
"843","ETH",1989,"Ethiopia",0,4,2,1,-999,-999,-999,NA,1,NA,1,-999,530,1,0,0,1
"844","ETH",1990,"Ethiopia",0,4,2,1,-999,-999,-999,NA,1,NA,1,-999,530,1,0,0,1
"845","ETH",1991,"Ethiopia",0,4,2,1,-999,-999,-999,NA,1,NA,1,-999,530,1,0,0,1
"846","ETH",1992,"Ethiopia",0,2,2,-999,-999,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"847","ETH",1993,"Ethiopia",0,2,2,-999,-999,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"848","ETH",1994,"Ethiopia",0,2,2,-999,-999,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"849","ETH",1995,"Ethiopia",0,2,2,-999,-999,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"850","ETH",1996,"Ethiopia",2,6,6,1,0,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"851","ETH",1997,"Ethiopia",2,6,6,1,0,-999,-999,NA,1,NA,NA,NA,530,0,0,0,0
"852","ETH",1998,"Ethiopia",2,6,6,1,0,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"853","ETH",1999,"Ethiopia",2,6,6,1,0,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"854","ETH",2000,"Ethiopia",2,6,6,1,0,-999,-999,NA,1,NA,NA,NA,530,1,0,1,0
"855","ETH",2001,"Ethiopia",2,7,7,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"856","ETH",2002,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"857","ETH",2003,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"858","ETH",2004,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"859","ETH",2005,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"860","ETH",2006,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"861","ETH",2007,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"862","ETH",2008,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"863","ETH",2009,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"864","ETH",2010,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"865","ETH",2011,"Ethiopia",2,7,6,1,0,-999,-999,NA,1,1,1,1,530,1,0,1,0
"866","FIN",1975,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"867","FIN",1976,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"868","FIN",1977,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"869","FIN",1978,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"870","FIN",1979,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"871","FIN",1980,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"872","FIN",1981,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"873","FIN",1982,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"874","FIN",1983,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"875","FIN",1984,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"876","FIN",1985,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"877","FIN",1986,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"878","FIN",1987,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"879","FIN",1988,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"880","FIN",1989,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"881","FIN",1990,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"882","FIN",1991,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"883","FIN",1992,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"884","FIN",1993,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"885","FIN",1994,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"886","FIN",1995,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"887","FIN",1996,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"888","FIN",1997,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"889","FIN",1998,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"890","FIN",1999,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"891","FIN",2000,"Finland",2,7,7,0,1,-999,0,NA,1,NA,0,NA,375,0,0,0,0
"892","FIN",2001,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"893","FIN",2002,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"894","FIN",2003,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"895","FIN",2004,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"896","FIN",2005,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"897","FIN",2006,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"898","FIN",2007,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"899","FIN",2008,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"900","FIN",2009,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"901","FIN",2010,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"902","FIN",2011,"Finland",2,7,7,0,1,-999,0,NA,1,1,1,1,375,0,0,0,0
"903","FJI",1975,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"904","FJI",1976,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"905","FJI",1977,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"906","FJI",1978,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"907","FJI",1979,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"908","FJI",1980,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"909","FJI",1981,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"910","FJI",1982,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"911","FJI",1983,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"912","FJI",1984,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"913","FJI",1985,"Fiji",2,7,7,1,0,-999,-999,NA,0,2,NA,1,950,0,0,0,0
"914","FJI",1986,"Fiji",2,7,7,1,0,-999,-999,NA,0,2,NA,1,950,0,0,0,0
"915","FJI",1987,"Fiji",2,7,7,1,0,-999,-999,NA,0,2,NA,1,950,0,0,0,0
"916","FJI",1988,"Fiji",0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,950,0,0,0,0
"917","FJI",1989,"Fiji",0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,950,0,0,0,0
"918","FJI",1990,"Fiji",0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,950,0,0,0,0
"919","FJI",1991,"Fiji",0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,950,0,0,0,0
"920","FJI",1992,"Fiji",0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,950,0,0,0,0
"921","FJI",1993,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"922","FJI",1994,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"923","FJI",1995,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"924","FJI",1996,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"925","FJI",1997,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"926","FJI",1998,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"927","FJI",1999,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
"928","FJI",2000,"Fiji",2,7,7,1,0,-999,-999,NA,0,NA,NA,NA,950,0,0,0,0
